,ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.,NPS 2011,NPS 2010,NPS 2009,NPS 2008,>= 3 FPP Date,>= 10 FPP Date,>= 20 FPP Date,>= 35 FPP Date,From.Grade_surrogate,To.Grade_surrogate,Special.Pay_surrogate,Early.RPL_surrogate,Latest.RPL_surrogate,Initial.System.Date_surrogate,Poverty.Code_surrogate,CRM.Segment_surrogate,MDR.Low.Grade_surrogate,MDR.High.Grade_surrogate,Total.School.Enrollment_surrogate,Income.Level_surrogate,FirstMeeting_surrogate,LastMeeting_surrogate,DifferenceTraveltoFirstMeeting_surrogate,DifferenceTraveltoLastMeeting_surrogate,FPP.to.School.enrollment_surrogate,SchoolSizeIndicator_surrogate,NPS 2011_surrogate,NPS 2010_surrogate,NPS 2009_surrogate,NPS 2008_surrogate,>= 3 FPP Date_surrogate,>= 10 FPP Date_surrogate,>= 20 FPP Date_surrogate,>= 35 FPP Date_surrogate
277,278,HC,11.0,12.0,KS,1,5,A,2011-03-20,2011-03-24,2010-06-01,FIXED_NA,1999,14,0,0.8240000000000001,2010-02-01,2010-09-01,0,2,2010-01-30,B,Other,10.0,PUBLIC,1,7,12.0,120.0,F,0.353,0,East Coast,EXISTING,17,19,1999,1,2010-10-03,2010-10-03,168.0,168.0,High,High,High->High,March,Middle,High,Middle->High,H,0,0.141666667,0.894736842,2,S,0,8.0,0.0,9.0,0.0,2010-04-25,2010-05-23,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
278,279,CD,0.0,0.0,OR,0,5,A,2011-03-20,2011-03-24,2010-10-15,FIXED_NA,1849,7,1,0.583,2010-05-24,2010-09-21,1,1,2010-05-25,FIXED_NA,Pacific Northwest,10.0,CHD,0,PK,12.0,195.0,M,0.5,1,East Coast,NEW,12,13,1849,0,1900-01-01,1900-01-01,0.0,0.0,Undefined,Undefined,Undefined->Undefined,March,PK,High,PK->High,C,0,0.061538462,0.923076923,1,S,0,10.0,0.0,0.0,0.0,2010-06-09,2010-06-09,1900-01-01,1900-01-01,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1
279,280,HD,8.0,8.0,FL,0,5,A,2011-03-20,2011-03-24,2010-11-01,FIXED_NA,1400,44,5,0.667,2010-03-29,2010-08-19,5,6,2010-03-27,FIXED_NA,Other,10.0,Private non-Christian,1,PK,12.0,752.0,M,0.19699999999999998,0,East Coast,EXISTING,66,72,1400,1,2010-09-08,2010-09-08,193.0,193.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.08776595699999999,0.916666667,6,M-L,1,9.0,8.0,0.0,0.0,2010-04-20,2010-04-27,2010-05-15,2010-06-03,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
280,281,HD,8.0,9.0,ID,0,5,A,2011-03-20,2011-03-24,2010-10-01,FIXED_NA,2029,17,5,0.81,2010-02-12,2010-08-30,4,2,2010-02-12,B,Other,10.0,PUBLIC,1,6,8.0,300.0,I,0.23800000000000002,0,East Coast,NEW,21,23,2029,2,2010-03-08,2010-09-27,377.0,174.0,Middle,High,Middle->High,March,Middle,Middle,Middle->Middle,H,0,0.07,0.913043478,2,S,0,10.0,0.0,0.0,0.0,2010-03-10,2010-03-29,2010-04-15,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
281,282,HD,7.0,8.0,OR,1,5,A,2011-03-20,2011-03-24,2010-10-01,FIXED_NA,1799,14,2,0.737,2010-04-30,2010-04-30,3,3,2010-04-29,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,750.0,E,0.158,0,East Coast,NEW,19,22,1799,1,2010-09-13,2010-09-13,188.0,188.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.025333333,0.8636363640000001,3,M-L,1,10.0,0.0,0.0,0.0,2010-05-28,2010-09-30,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
282,283,HD,8.0,8.0,GA,0,5,B,2011-03-20,2011-03-24,2010-10-15,FIXED_NA,763,7,3,0.389,2010-03-23,2010-03-23,4,2,2010-03-20,FIXED_NA,Other,2.0,CHD,1,6,12.0,220.0,O,0.055999999999999994,0,East Coast,NEW,18,20,763,2,2010-04-20,2010-09-28,334.0,173.0,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,H,1,0.081818182,0.9,2,S,0,10.0,0.0,0.0,0.0,2010-04-29,2010-07-27,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
283,284,CC,8.0,8.0,OR,0,5,A,2011-03-20,2011-03-24,2010-10-29,FIXED_NA,1959,3,0,0.5,1900-01-01,1900-01-01,0,1,2010-07-20,FIXED_NA,Pacific Northwest,1.0,CHD,1,K,8.0,56.0,K,0.0,1,East Coast,EXISTING,6,7,1959,1,2010-09-16,2010-09-16,185.0,185.0,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,C,1,0.107142857,0.857142857,1,S,1,10.0,0.0,0.0,0.0,2010-09-29,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
284,285,HD,5.0,7.0,WA,0,5,A,2011-03-20,2011-03-24,2010-11-01,FIXED_NA,2074,4,3,0.5710000000000001,1900-01-01,2010-09-27,2,1,2010-09-24,FIXED_NA,Pacific Northwest,4.0,Private non-Christian,1,PK,6.0,52.0,I,0.0,0,East Coast,NEW,7,8,2074,1,2010-10-19,2010-10-19,152.0,152.0,Elementary,Middle,Elementary->Middle,March,PK,Middle,PK->Middle,H,0,0.134615385,0.875,1,S,0,10.0,0.0,0.0,0.0,2010-10-30,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
285,286,HD,7.0,8.0,CA,0,5,A,2011-03-20,2011-03-24,2010-11-30,FIXED_NA,2074,4,0,0.8,1900-01-01,2010-09-29,2,1,2010-09-29,C,Southern California,4.0,PUBLIC,1,Other.MDR.Low.Grade,Other.MDR.High.Grade,95.0,L,0.4,0,East Coast,NEW,5,6,2074,1,2010-10-21,2010-10-21,150.0,150.0,Middle,Middle,Middle->Middle,March,Elementary,Elementary,Other.GroupGradeType,H,0,0.052631579000000005,0.833333333,1,S,0,0.0,0.0,0.0,0.0,2010-11-02,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
286,287,HD,8.0,8.0,CA,0,6,A,2011-03-20,2011-03-25,2010-10-27,CP,2145,8,4,0.5,2010-04-27,2010-08-30,5,4,2010-01-21,A,Northern California,5.0,PUBLIC,1,K,8.0,250.0,Q,0.188,0,East Coast,EXISTING,16,20,2145,2,2010-05-13,2010-09-09,311.0,192.0,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,1,0.064,0.8,4,S,1,10.0,10.0,0.0,10.0,2010-05-21,2010-05-31,1900-01-01,1900-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
287,288,CD,8.0,8.0,FL,0,4,A,2011-03-21,2011-03-24,2010-06-01,SA,999,0,0,0.0,2010-04-13,2010-04-13,4,5,2010-03-31,FIXED_NA,Other,10.0,CHD,0,PK,8.0,460.0,I,0.0,1,East Coast,EXISTING,45,50,999,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,1,0.09782608699999999,0.9,5,S-M,1,10.0,10.0,0.0,0.0,2010-10-07,2010-10-12,2010-10-21,2011-01-12,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
288,289,CD,8.0,8.0,MA,0,4,B,2011-03-21,2011-03-24,2010-06-01,SA,769,0,0,0.0,2010-05-25,2010-05-25,1,8,2010-04-23,FIXED_NA,Other,10.0,CHD,0,6,12.0,345.0,Q,0.0,1,East Coast,EXISTING,29,37,769,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,C,1,0.084057971,0.783783784,8,S-M,1,9.0,9.0,9.0,8.0,2011-02-11,2011-02-11,2011-02-11,1900-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
289,290,HD,8.0,8.0,CO,0,4,A,2011-03-21,2011-03-24,2010-11-01,FIXED_NA,1654,9,2,0.643,1900-01-01,2010-09-27,2,1,2010-09-21,B,Other,10.0,PUBLIC,1,K,8.0,773.0,P,0.14300000000000002,0,East Coast,EXISTING,14,15,1654,1,2010-10-06,2010-10-06,166.0,166.0,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,1,0.018111255,0.933333333,1,M-L,1,10.0,10.0,0.0,0.0,2010-10-14,2010-11-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
290,291,SK,8.0,8.0,IL,0,5,A,2011-03-21,2011-03-25,2010-11-15,FIXED_NA,1816,10,1,0.667,2010-02-19,2010-08-09,1,1,2010-01-20,A,Other,6.0,PUBLIC,1,6,8.0,1050.0,P,0.2,0,Science,EXISTING,15,16,1816,2,2010-05-06,2010-09-14,319.0,188.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,1,0.014285714,0.9375,1,L,1,10.0,9.0,0.0,0.0,2010-05-17,2010-08-30,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
291,292,HD,8.0,8.0,NE,0,4,A,2011-03-21,2011-03-25,2010-11-05,FIXED_NA,1726,20,0,0.7140000000000001,2010-04-13,2010-08-13,0,2,2010-04-08,B,Other,10.0,PUBLIC,1,6,8.0,708.0,K,0.321,0,East Coast,NEW,28,30,1726,1,2010-09-16,2010-09-16,186.0,186.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.039548023,0.933333333,2,M-L,1,10.0,0.0,0.0,0.0,2010-05-26,2010-06-02,2010-10-10,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
292,293,SM,8.0,8.0,NM,1,5,A,2011-03-21,2011-03-25,2010-10-15,FIXED_NA,2305,13,4,0.722,2010-04-29,2010-08-26,5,2,2010-04-30,C,Other,7.0,PUBLIC,1,7,8.0,597.0,F,0.16699999999999998,0,Science,EXISTING,18,20,2305,1,2010-08-31,2010-08-31,202.0,202.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,1,0.030150754,0.9,2,M-L,0,0.0,10.0,0.0,10.0,2010-05-24,2010-09-03,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
293,294,HD,6.0,9.0,OR,1,5,A,2011-03-21,2011-03-25,2010-10-01,FIXED_NA,1827,5,0,0.455,2010-04-14,2010-08-27,3,1,2010-04-14,C,Pacific Northwest,5.0,PUBLIC,1,6,8.0,780.0,I,0.364,0,East Coast,NEW,11,12,1827,2,2010-09-08,2010-09-22,194.0,180.0,Middle,High,Middle->High,March,Middle,Middle,Middle->Middle,H,0,0.014102564,0.916666667,1,M-L,0,10.0,0.0,0.0,0.0,2010-05-31,2010-10-13,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
294,295,HD,7.0,8.0,CA,1,5,A,2011-03-21,2011-03-25,2010-10-23,FIXED_NA,1979,22,1,0.815,2010-03-19,2010-08-19,3,4,2010-01-07,B,Northern California,5.0,PUBLIC,1,K,Other.MDR.High.Grade,80.0,L,0.222,0,East Coast,EXISTING,27,31,1979,2,2010-08-31,2010-09-07,202.0,195.0,Middle,Middle,Middle->Middle,March,K,Elementary,K->Elementary,H,0,0.3375,0.870967742,4,S,0,10.0,0.0,10.0,0.0,2010-04-25,2010-05-03,2010-06-03,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
295,296,HD,8.0,8.0,NE,0,4,A,2011-03-21,2011-03-25,2010-10-15,FIXED_NA,1656,34,3,0.654,2010-02-18,2010-08-16,4,3,2010-02-18,B,Other,10.0,PUBLIC,1,6,8.0,831.0,L,0.327,0,East Coast,EXISTING,52,55,1656,1,2010-09-23,2010-09-23,179.0,179.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.06257521099999999,0.945454545,3,L,1,10.0,10.0,10.0,10.0,2010-05-18,2010-05-27,2010-06-01,2010-10-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,297,HD,8.0,8.0,NE,0,5,A,2011-03-21,2011-03-25,2010-10-31,FIXED_NA,1700,4,1,0.444,2010-04-06,2010-08-11,1,2,2010-04-02,B,Other,5.0,CHD,1,6,8.0,0.0,L,0.111,0,East Coast,EXISTING,9,11,1700,2,2010-05-13,2010-09-16,312.0,186.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.0,0.818181818,2,FIXED_NA,1,0.0,10.0,9.0,10.0,2010-05-25,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
297,298,ST,7.0,7.0,CA,0,5,A,2011-03-21,2011-03-25,2010-10-31,FR,2141,15,10,1.0,2010-05-07,2010-09-20,10,4,2010-05-05,B,Southern California,6.0,PUBLIC,1,7,12.0,3600.0,P,0.133,0,Science,EXISTING,15,19,2141,1,2010-10-06,2010-10-06,166.0,166.0,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,S,1,0.004166667,0.7894736840000001,4,L,1,9.0,8.0,8.0,7.0,2010-10-18,2010-10-25,1900-01-01,1900-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
298,299,HC,8.0,9.0,AZ,0,5,A,2011-03-21,2011-03-25,2010-10-22,FIXED_NA,2230,8,2,0.667,2010-05-05,2010-08-24,2,1,2010-05-05,FIXED_NA,Other,4.0,PUBLIC,1,3,5.0,0.0,E,0.083,0,East Coast,EXISTING,12,13,2230,1,2010-09-15,2010-09-15,187.0,187.0,Middle,High,Middle->High,March,Elementary,Elementary,Other.GroupGradeType,H,0,0.0,0.923076923,1,FIXED_NA,0,9.0,9.0,10.0,0.0,2010-08-06,2010-10-21,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
299,300,SK,7.0,8.0,OR,0,5,A,2011-03-21,2011-03-25,2010-11-01,FIXED_NA,1991,5,0,0.625,2010-03-19,2010-08-30,6,1,2010-03-18,C,Pacific Northwest,7.0,PUBLIC,1,6,8.0,331.0,I,0.125,0,Science,NEW,8,9,1991,1,2010-09-22,2010-09-22,180.0,180.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,0,0.024169184,0.8888888890000001,1,S,0,8.0,0.0,0.0,0.0,2010-05-26,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
300,301,HD,5.0,5.0,CA,0,5,A,2011-03-21,2011-03-25,2010-12-10,FR,2046,2,6,0.5,2010-02-18,2010-08-27,8,1,2010-02-18,C,Southern California,4.0,PUBLIC,1,K,5.0,815.0,K,0.0,0,East Coast,EXISTING,4,5,2046,1,2010-08-19,2010-08-19,214.0,214.0,Elementary,Elementary,Elementary->Elementary,March,K,Elementary,K->Elementary,H,1,0.004907975,0.8,1,L,0,0.0,0.0,9.0,9.0,2011-01-13,1900-01-01,1900-01-01,1900-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
301,302,HD,8.0,8.0,CA,1,5,A,2011-03-21,2011-03-25,2010-11-09,CP,2038,30,7,0.833,2009-05-28,2009-08-25,7,2,2009-05-28,FIXED_NA,Northern California,10.0,Catholic,0,PK,8.0,201.0,O,0.222,0,East Coast,EXISTING,36,38,2038,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,1,0.179104478,0.947368421,2,S,0,9.0,0.0,0.0,0.0,2009-06-09,2009-09-14,2009-09-29,2010-10-08,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0
302,303,CD,8.0,9.0,OR,1,5,A,2011-03-21,2011-03-25,2010-10-15,FIXED_NA,1995,7,0,0.5,2010-04-02,2010-08-09,1,2,2010-04-02,FIXED_NA,Pacific Northwest,10.0,CHD,1,PK,12.0,243.0,K,0.14300000000000002,0,East Coast,NEW,14,16,1995,2,2010-05-18,2010-09-28,307.0,174.0,Middle,High,Middle->High,March,PK,High,PK->High,C,0,0.057613169000000006,0.875,2,S,0,9.0,0.0,0.0,0.0,2010-06-01,2010-10-13,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
303,304,CD,8.0,8.0,TX,0,5,A,2011-03-21,2011-03-25,2010-09-30,FIXED_NA,1785,9,3,1.0,2010-02-18,2010-08-11,3,1,2010-02-18,FIXED_NA,Houston,10.0,Catholic,1,PK,8.0,220.0,P,0.33299999999999996,0,East Coast,EXISTING,9,10,1785,1,2010-09-16,2010-09-16,186.0,186.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,1,0.040909091,0.9,1,S,0,10.0,10.0,10.0,10.0,2010-06-28,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
304,305,HD,8.0,8.0,CA,0,5,A,2011-03-21,2011-03-25,2010-11-01,FIXED_NA,1995,27,5,0.794,2010-05-17,2010-08-31,4,2,2010-05-15,FIXED_NA,Southern California,5.0,Catholic,0,PK,8.0,375.0,Q,0.235,0,East Coast,NEW,34,36,1995,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,1,0.09066666699999999,0.944444444,2,S-M,0,9.0,0.0,0.0,0.0,2010-06-07,2010-06-10,2010-06-30,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1
305,306,HD,5.0,6.0,CA,1,5,A,2011-03-21,2011-03-25,2010-11-19,FIXED_NA,1999,2,3,0.25,1900-01-01,2010-09-16,5,1,2010-09-09,C,Southern California,4.0,PUBLIC,1,K,6.0,680.0,K,0.0,0,East Coast,NEW,8,9,1999,1,2010-09-30,2010-09-30,172.0,172.0,Elementary,Middle,Elementary->Middle,March,K,Middle,K->Middle,H,0,0.011764706000000002,0.8888888890000001,1,M-L,0,0.0,0.0,0.0,0.0,2010-10-19,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
306,307,HD,5.0,5.0,LA,0,5,A,2011-03-21,2011-03-25,2010-12-30,SA,1978,0,0,0.0,1900-01-01,2010-09-23,0,2,2010-09-23,FIXED_NA,Other,4.0,Private non-Christian,1,PK,5.0,160.0,E,0.0,0,East Coast,NEW,12,14,1978,1,2010-10-07,2010-10-07,165.0,165.0,Elementary,Elementary,Elementary->Elementary,March,PK,Elementary,PK->Elementary,H,1,0.075,0.857142857,2,S,1,9.0,0.0,0.0,0.0,2010-12-15,2010-12-17,1900-01-01,1900-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
307,308,HD,7.0,8.0,WI,1,3,B,2011-03-21,2011-03-25,2010-10-31,FR,799,13,0,0.39399999999999996,1900-01-01,2010-09-30,2,3,2010-10-01,FIXED_NA,Other,10.0,Catholic,1,PK,8.0,285.0,O,0.303,0,East Coast,NEW,33,36,799,1,2010-10-18,2010-10-18,154.0,154.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0,0.115789474,0.916666667,3,S,0,8.0,0.0,0.0,0.0,2010-10-25,2010-10-27,2010-10-31,1900-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
308,309,SK,9.0,12.0,AZ,0,5,A,2011-03-21,2011-03-25,2010-12-31,CP,2132,3,0,0.6,1900-01-01,1900-01-01,0,1,1900-01-01,B,Other,Other.CRM.Segment,PUBLIC,0,9,12.0,1853.0,N,0.2,0,Science,EXISTING,5,6,2132,0,1900-01-01,1900-01-01,0.0,0.0,High,High,High->High,March,High,High,High->High,S,0,0.002698327,0.833333333,1,L,0,10.0,8.0,0.0,0.0,2010-11-30,1900-01-01,1900-01-01,1900-01-01,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1
309,310,HC,8.0,8.0,CA,0,6,A,2011-03-21,2011-03-26,2010-09-30,FIXED_NA,2316,30,6,0.4,2010-03-12,2010-08-10,6,11,2010-02-17,B,Southern California,5.0,PUBLIC,1,7,8.0,801.0,P,0.2,0,East Coast,EXISTING,75,86,2316,1,2010-08-17,2010-08-17,216.0,216.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.093632959,0.872093023,11,M-L,1,10.0,10.0,10.0,10.0,2010-04-12,2010-05-10,2010-05-26,2010-05-31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,311,HC,8.0,8.0,OR,0,5,A,2011-03-21,2011-03-26,2010-10-22,FIXED_NA,2049,17,5,0.708,2010-01-28,2010-08-11,8,3,2010-01-28,C,Pacific Northwest,10.0,PUBLIC,1,6,8.0,439.0,E,0.292,0,East Coast,EXISTING,24,27,2049,1,2010-10-05,2010-10-05,167.0,167.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.054669704000000006,0.8888888890000001,3,S-M,1,0.0,7.0,10.0,10.0,2010-03-07,2010-06-01,2010-10-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
311,312,HS,4.0,5.0,CA,1,1,A,2011-03-22,2011-03-22,2010-10-09,FIXED_NA,395,12,0,0.188,1900-01-01,2010-08-17,5,2,2010-07-27,B,Southern California,4.0,PUBLIC,1,K,6.0,530.0,Q,0.063,1,CA History,EXISTING,64,66,395,2,2010-09-09,2010-09-21,194.0,182.0,Elementary,Elementary,Elementary->Elementary,March,K,Middle,K->Middle,H,0,0.120754717,0.96969697,2,S-M,0,10.0,0.0,10.0,10.0,2010-09-25,2010-09-29,2010-10-08,2010-10-10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
312,313,HD,8.0,8.0,FL,0,3,A,2011-03-22,2011-03-24,2010-11-15,FIXED_NA,965,30,10,0.47600000000000003,2010-02-01,2010-08-06,19,6,2010-01-27,B,Other,10.0,CHD,1,6,8.0,0.0,K,0.095,0,East Coast,EXISTING,63,69,965,1,2010-09-16,2010-09-16,187.0,187.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.0,0.913043478,6,FIXED_NA,1,10.0,9.0,10.0,10.0,2010-06-19,2010-09-05,2010-09-13,2010-09-17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
313,314,HS,4.0,4.0,CA,0,3,A,2011-03-22,2011-03-24,2010-10-20,FIXED_NA,855,15,2,0.682,2010-06-09,2010-09-24,5,0,2010-06-10,FIXED_NA,Southern California,5.0,CHD,0,K,8.0,261.0,Q,0.409,0,CA History,NEW,22,22,855,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,March,K,Middle,K->Middle,H,1,0.084291188,1.0,0,S,1,10.0,10.0,10.0,9.0,2010-06-22,2010-10-19,2011-02-07,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
314,315,HD,8.0,8.0,KS,0,4,A,2011-03-22,2011-03-25,2010-10-15,FIXED_NA,1505,5,2,0.7140000000000001,1900-01-01,2010-08-13,2,1,2010-04-14,B,Other,5.0,PUBLIC,0,7,8.0,944.0,N,0.28600000000000003,0,East Coast,EXISTING,7,8,1505,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.0074152540000000005,0.875,1,L,0,0.0,0.0,0.0,0.0,2010-09-24,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1
315,316,HD,7.0,8.0,IN,1,3,A,2011-03-22,2011-03-25,2010-10-01,FIXED_NA,1295,15,1,0.652,2010-03-26,2010-08-20,3,2,2010-03-23,C,Other,10.0,PUBLIC,1,6,8.0,633.0,E,0.174,0,East Coast,NEW,23,25,1295,1,2010-08-31,2010-08-31,203.0,203.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.036334912999999996,0.92,2,M-L,0,10.0,0.0,8.0,0.0,2010-05-03,2010-05-11,2010-09-22,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
316,317,HD,7.0,8.0,FL,0,4,A,2011-03-22,2011-03-25,2010-11-01,FIXED_NA,1471,14,3,0.778,2010-03-23,2010-08-11,7,2,2010-03-18,B,Other,10.0,PUBLIC,1,6,8.0,517.0,J,0.111,0,East Coast,EXISTING,18,20,1471,1,2010-08-31,2010-08-31,203.0,203.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.034816248,0.9,2,S-M,1,9.0,9.0,10.0,0.0,2010-05-19,2010-05-25,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
